ProteinID,SignalP,Cwpred,TMHMM,DeepLocPro
WP_001829594.1 MULTISPECIES_ RNase adapter RapZ _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829595.1 MULTISPECIES_ surface-displayed alpha-enolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829596.1 MULTISPECIES_ ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829597.1 MULTISPECIES_ class 1b ribonucleoside-diphosphate reductase subunit beta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829600.1 MULTISPECIES_ UDP-N-acetylmuramate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829601.1 MULTISPECIES_ excinuclease ABC subunit UvrB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829605.1 MULTISPECIES_ ZIP family metal transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_001829613.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829614.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001829615.1 MULTISPECIES_ histidine phosphatase family protein _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829621.1 MULTISPECIES_ COG3942 and LysM peptidoglycan-binding domain-containing protein _Staphylococcus_,SP,Globular protein,PredHel=0,Extracellular
WP_001829623.1 MULTISPECIES_ GNAT family N-acetyltransferase _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829625.1 MULTISPECIES_ GrpB family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829626.1 MULTISPECIES_ gluconeogenesis factor YvcK family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829630.1 MULTISPECIES_ TIGR01777 family oxidoreductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829634.1 MULTISPECIES_ threonine_serine exporter family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001829635.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829638.1 MULTISPECIES_ prolipoprotein diacylglyceryl transferase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_001829639.1 MULTISPECIES_ YigZ family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829640.1 MULTISPECIES_ ABC transporter permease_substrate-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=6,Cytoplasmic Membrane
WP_001829642.1 MULTISPECIES_ VraH family peptide resistance protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_001829644.1 MULTISPECIES_ threonine_serine exporter family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_001829649.1 MULTISPECIES_ HPr_Ser_ kinase_phosphatase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829651.1 MULTISPECIES_ ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_001829653.1 MULTISPECIES_ histidinol-phosphate transaminase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829654.1 MULTISPECIES_ ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829655.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829658.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829659.1 MULTISPECIES_ ATP-dependent Clp endopeptidase proteolytic subunit ClpP _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829660.1 MULTISPECIES_ YfbR-like 5_-deoxynucleotidase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829661.1 MULTISPECIES_ fatty acid kinase binding subunit FakB1 _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829664.1 MULTISPECIES_ hypothetical protein _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829667.1 MULTISPECIES_ type I glyceraldehyde-3-phosphate dehydrogenase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829669.1 MULTISPECIES_ preprotein translocase subunit SecG _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001829672.1 MULTISPECIES_ alpha_beta hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829675.1 MULTISPECIES_ bacillithiol system redox-active protein YtxJ _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
"WP_001829676.1 MULTISPECIES_ ribosome hibernation-promoting factor, HPF_YfiA family _Staphylococcus_",OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829677.1 MULTISPECIES_ ribonuclease R _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829679.1 MULTISPECIES_ glycerate kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829680.1 MULTISPECIES_ diacylglycerol_lipid kinase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829681.1 MULTISPECIES_ cold-shock protein _Bacillales_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829684.1 MULTISPECIES_ DMT family transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001829686.1 MULTISPECIES_ glycosyltransferase family 4 protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001829687.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=1,Cytoplasmic Membrane
WP_001829701.1 MULTISPECIES_ 30S ribosomal protein S5 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829703.1 MULTISPECIES_ 30S ribosomal protein S13 _Bacillales_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829706.1 MULTISPECIES_ NAD-dependent protein deacylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829707.1 MULTISPECIES_ preprotein translocase subunit SecY _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001829709.1 MULTISPECIES_ 50S ribosomal protein L36 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829710.1 MULTISPECIES_ 30S ribosomal protein S19 _Bacillales_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829711.1 MULTISPECIES_ 50S ribosomal protein L30 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829712.1 MULTISPECIES_ alkaline shock response membrane anchor protein AmaP _Bacillota_,OTHER,Globular protein,PredHel=2,Cytoplasmic Membrane
WP_001829713.1 MULTISPECIES_ type Z 30S ribosomal protein S14 _Bacteria_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829714.1 MULTISPECIES_ 30S ribosomal protein S9 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829716.1 MULTISPECIES_ GRP family sugar transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=9,Cytoplasmic Membrane
WP_001829717.1 MULTISPECIES_ DUF2273 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001829718.1 MULTISPECIES_ 50S ribosomal protein L17 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829723.1 MULTISPECIES_ 30S ribosomal protein S17 _Bacillati_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829724.1 MULTISPECIES_ PAQR family membrane homeostasis protein TrhA _Staphylococcus_,OTHER,Transmembrane protein,PredHel=7,Cytoplasmic Membrane
WP_001829725.1 MULTISPECIES_ 30S ribosomal protein S11 _Bacillales_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829727.1 MULTISPECIES_ 50S ribosomal protein L3 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829729.1 MULTISPECIES_ SepA family multidrug efflux transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001829734.1 MULTISPECIES_ 50S ribosomal protein L22 _Bacillales_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829740.1 MULTISPECIES_ 50S ribosomal protein L6 _Bacillati_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829742.1 MULTISPECIES_ 50S ribosomal protein L14 _Bacillati_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829745.1 MULTISPECIES_ AEC family transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=10,Cytoplasmic Membrane
WP_001829747.1 MULTISPECIES_ 50S ribosomal protein L18 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829750.1 MULTISPECIES_ MFS transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=11,Cytoplasmic Membrane
WP_001829752.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829755.1 MULTISPECIES_ 50S ribosomal protein L23 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829756.1 MULTISPECIES_ NADP-dependent oxidoreductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829757.1 MULTISPECIES_ NCS2 family permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=13,Cytoplasmic Membrane
WP_001829758.1 MULTISPECIES_ PTS lactose_cellobiose transporter subunit IIA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829760.1 MULTISPECIES_ galactose-6-phosphate isomerase subunit LacA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829761.1 MULTISPECIES_ DeoR_GlpR family DNA-binding transcription regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829764.1 MULTISPECIES_ alanine_ornithine racemase family PLP-dependent enzyme _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829768.1 MULTISPECIES_ 30S ribosomal protein S8 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829773.1 MULTISPECIES_ P-loop NTPase _Bacilli_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829774.1 MULTISPECIES_ adenylate kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829775.1 MULTISPECIES_ 50S ribosomal protein L4 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829776.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001829777.1 MULTISPECIES_ galactose-6-phosphate isomerase subunit LacB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829778.1 MULTISPECIES_ 50S ribosomal protein L5 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829779.1 MULTISPECIES_ FecCD family ABC transporter permease _Staphylococcus_,OTHER,Transmembrane protein,PredHel=8,Cytoplasmic Membrane
WP_001829780.1 MULTISPECIES_ Asp23_Gls24 family envelope stress response protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829782.1 MULTISPECIES_ 50S ribosomal protein L16 _Bacillati_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829787.1 MULTISPECIES_ DNA-directed RNA polymerase subunit alpha _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829788.1 MULTISPECIES_ 50S ribosomal protein L2 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829791.1 MULTISPECIES_ 30S ribosomal protein S3 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829792.1 MULTISPECIES_ translation initiation factor IF-1 _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829793.1 MULTISPECIES_ metal-dependent hydrolase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=4,Cytoplasmic Membrane
WP_001829796.1 MULTISPECIES_ 50S ribosomal protein L15 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829798.1 MULTISPECIES_ VOC family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829804.1 MULTISPECIES_ RluA family pseudouridine synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829805.1 MULTISPECIES_ YlbF_YmcA family competence regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829807.1 MULTISPECIES_ XRE family transcriptional regulator XdrA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829810.1 MULTISPECIES_ response regulator _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829811.1 MULTISPECIES_ signal transduction protein TRAP _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829814.1 MULTISPECIES_ tRNA epoxyqueuosine_34_ reductase QueG _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829818.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001829819.1 MULTISPECIES_ GAF domain-containing sensor histidine kinase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829828.1 MULTISPECIES_ HIT family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829830.1 MULTISPECIES_ methionine adenosyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829832.1 MULTISPECIES_ aldo_keto reductase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829836.1 MULTISPECIES_ tRNA _uridine_34__cytosine_34__5-carboxymethylaminomethyluridine_34_-2_-O_-methyltransferase TrmL _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829837.1 MULTISPECIES_ DUF3267 domain-containing protein _Staphylococcus_,OTHER,Globular protein,PredHel=4,Cytoplasmic Membrane
WP_001829838.1 MULTISPECIES_ amino acid ABC transporter ATP-binding protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829843.1 MULTISPECIES_ metallophosphoesterase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829846.1 MULTISPECIES_ ferrochelatase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829851.1 MULTISPECIES_ o-succinylbenzoate synthase _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829855.1 MULTISPECIES_ ABC transporter ATP-binding protein EcsA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829860.1 MULTISPECIES_ trypsin-like serine peptidase _Staphylococcus_,SP,Globular protein,PredHel=0,Extracellular
WP_001829861.1 MULTISPECIES_ CadD family cadmium resistance transporter _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_001829862.1 MULTISPECIES_ class II fumarate hydratase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829885.1 MULTISPECIES_ thiol-disulfide oxidoreductase DCC family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829889.1 MULTISPECIES_ glutamine--fructose-6-phosphate transaminase _isomerizing_ _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829891.1 MULTISPECIES_ type II toxin-antitoxin system PemK_MazF family toxin _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829893.1 MULTISPECIES_ copper-sensing transcriptional repressor CsoR _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829894.1 MULTISPECIES_ thiaminase II _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829895.1 MULTISPECIES_ CTP synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829896.1 MULTISPECIES_ HAD family hydrolase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829897.1 MULTISPECIES_ SprT family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829898.1 MULTISPECIES_ Zn_II_-responsive metalloregulatory transcriptional repressor CzrA _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829900.1 MULTISPECIES_ Dps family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829902.1 MULTISPECIES_ PP2C family protein-serine_threonine phosphatase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829903.1 MULTISPECIES_ anti-sigma B factor RsbW _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829904.1 MULTISPECIES_ transglycosylase family protein _Staphylococcus_,SP,Globular protein,PredHel=0,Extracellular
WP_001829912.1 MULTISPECIES_ CDF family zinc efflux transporter CzrB _Staphylococcus_,OTHER,Globular protein,PredHel=6,Cytoplasmic Membrane
WP_001829913.1 MULTISPECIES_ F0F1 ATP synthase subunit alpha _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829916.1 MULTISPECIES_ uracil phosphoribosyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829921.1 MULTISPECIES_ metallophosphoesterase family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829922.1 MULTISPECIES_ UDP-N-acetylglucosamine 1-carboxyvinyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829923.1 MULTISPECIES_ L-threonylcarbamoyladenylate synthase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829925.1 MULTISPECIES_ CdaR family protein _Bacilli_,SP,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001829926.1 MULTISPECIES_ lytic transglycosylase _Staphylococcus_,OTHER,Globular protein,PredHel=6,Cytoplasmic Membrane
WP_001829927.1 MULTISPECIES_ TIGR01440 family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829928.1 MULTISPECIES_ diadenylate cyclase CdaA _Bacilli_,OTHER,Globular protein,PredHel=1,Cytoplasmic Membrane
WP_001829929.1 MULTISPECIES_ S-ribosylhomocysteine lyase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829930.1 MULTISPECIES_ F0F1 ATP synthase subunit beta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829931.1 MULTISPECIES_ type II toxin-antitoxin system antitoxin MazE _Staphylococcus_,OTHER,Globular protein,PredHel=0,Extracellular
WP_001829933.1 MULTISPECIES_ non-hydrolyzing UDP-N-acetylglucosamine 2-epimerase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829935.1 MULTISPECIES_ YwpF-like family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829936.1 MULTISPECIES_ F0F1 ATP synthase subunit A _Staphylococcus_,OTHER,Transmembrane protein,PredHel=5,Cytoplasmic Membrane
WP_001829938.1 MULTISPECIES_ class IIb fructose-bisphosphate aldolase FdaB _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829940.1 MULTISPECIES_ peptide chain release factor 1 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829942.1 MULTISPECIES_ ATP synthase F1 subunit gamma _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829945.1 MULTISPECIES_ DUF2529 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829949.1 MULTISPECIES_ Lmo0850 family protein _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829952.1 MULTISPECIES_ anti-sigma factor antagonist _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829953.1 MULTISPECIES_ 3-hydroxyacyl-ACP dehydratase FabZ _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829955.1 MULTISPECIES_ DUF2750 domain-containing protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=0,Cytoplasmic
WP_001829956.1 MULTISPECIES_ hypothetical protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=3,Cytoplasmic Membrane
WP_001829959.1 MULTISPECIES_ type B 50S ribosomal protein L31 _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829961.1 MULTISPECIES_ purine-nucleoside phosphorylase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
WP_001829963.1 MULTISPECIES_ F0F1 ATP synthase subunit delta _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic Membrane
WP_001829969.1 MULTISPECIES_ DoxX family protein _Staphylococcus_,OTHER,Transmembrane protein,PredHel=2,Cytoplasmic Membrane
WP_001829978.1 MULTISPECIES_ UDP-N-acetylglucosamine 1-carboxyvinyltransferase _Staphylococcus_,OTHER,Globular protein,PredHel=0,Cytoplasmic
