ProteinID,feature_annotation,GO_annotation,Description,SigP-Prediction,SigP_score,SigP_CS_Position,DLP-prediction,DLP-score,GPApred-prediction,GPApred-score,TMHMM-topology,TMHMM-TM,Phobius-TM,Phobius-prediction,length,s_seq_id,per_ident,length,qlen,slen,evalue,bitscore
WP_001829895.1,None,Unknown,CTP synthase ,OTHER,1,None,Cytoplasmic,0.8739,None,None,o,0,0,n4-15c21/22o,535,WP_000134963.1,37.838,37,535,311,1,25
WP_001829929.1,None,Unknown,S-ribosylhomocysteine lyase ,OTHER,1,None,Cytoplasmic,0.9933,None,None,o,0,0,i,156,WP_000648118.1,37.037,27,156,121,2,21.6
WP_002439062.1,None,Unknown,ornithine--oxo-acid transaminase ,OTHER,1,None,Cytoplasmic,0.9865,None,None,o,0,0,i,396,None,None,None,None,None,None,None
WP_001829774.1,None,Cytoplasm,adenylate kinase ,OTHER,1,None,Cytoplasmic,0.9965,None,None,o,0,0,i,215,WP_001021468.1,91.628,215,215,215,1.03E-148,406
WP_001830806.1,None,Unknown,cysteine metabolism transcriptional regulator CymR ,OTHER,1,None,Cytoplasmic,0.9808,None,None,o,0,0,i,140,None,None,None,None,None,None,None
WP_001832554.1,None,Cytoplasm,polyribonucleotide nucleotidyltransferase ,OTHER,1,None,Cytoplasmic,0.9893,None,None,o,0,0,i,701,None,None,None,None,None,None,None
WP_002439780.1,None,Cytoplasm,asparagine--tRNA ligase ,OTHER,1,None,Cytoplasmic,0.9995,None,None,o,0,0,i,430,None,None,None,None,None,None,None
WP_002438669.1,None,Cytoplasm,serine O-acetyltransferase ,OTHER,1,None,Cytoplasmic,0.6323,None,None,o,0,0,i,209,None,None,None,None,None,None,None
WP_001831654.1,None,Unknown,alpha-ketoacid dehydrogenase subunit beta ,OTHER,1,None,Cytoplasmic,0.9729,None,None,o,0,0,i,325,None,None,None,None,None,None,None
WP_002439509.1,None,Unknown,translation elongation factor Ts ,OTHER,1,None,Cytoplasmic,0.9969,None,None,o,0,0,i,292,None,None,None,None,None,None,None
WP_002456470.1,None,Unknown,"glutamate-1-semialdehyde 2,1-aminomutase ",OTHER,1,None,Cytoplasmic,0.9579,None,None,o,0,0,i,427,None,None,None,None,None,None,None
WP_001829472.1,None,Cytoplasm,ribosome recycling factor ,OTHER,1,None,Cytoplasmic,0.9702,None,None,o,0,0,i,184,WP_001280006.1,91.304,184,184,184,5.28E-122,336
WP_001829597.1,None,Unknown,class 1b ribonucleoside-diphosphate reductase subunit beta ,OTHER,1,None,Cytoplasmic,0.7341,None,None,o,0,0,i,322,WP_000562498.1,91.304,322,322,323,0,618
WP_001830096.1,None,Cytoplasm,guanylate kinase ,OTHER,1,None,Cytoplasmic,0.9922,None,None,o,0,0,i,207,WP_001021468.1,50,18,207,215,8.7,20.4
WP_001829474.1,None,Unknown,ATP-dependent protease ATPase subunit HslU ,OTHER,1,None,Cytoplasmic,0.9822,None,None,o,0,0,i,467,WP_000379054.1,91.221,467,467,467,0,853
WP_001830741.1,None,Unknown,GTPase ObgE ,OTHER,1,None,Cytoplasmic,0.9839,None,None,o,0,0,i,430,None,None,None,None,None,None,None
WP_002458553.1,None,Unknown,Asp-tRNA_Asn__Glu-tRNA_Gln_ amidotransferase subunit GatA ,OTHER,1,None,Cytoplasmic,0.938,None,None,o,0,0,i,485,None,None,None,None,None,None,None
WP_001831738.1,None,Unknown,cytochrome aa3 quinol oxidase subunit III ,OTHER,1,None,Cytoplasmic Membrane,0.9996,None,None,i20-42o62-84i91-113o133-155i176-198o,5,5,i20-43o63-84i91-109o129-156i176-199o,201,None,None,None,None,None,None,None
WP_001832560.1,None,Cytoplasm,FADH_2_-oxidizing methylenetetrahydrofolate--tRNA-_uracil_54_-C_5__-methyltransferase TrmFO ,OTHER,1,None,Cytoplasmic,0.9677,None,None,o,0,0,i,435,None,None,None,None,None,None,None
WP_001832216.1,None,Cytoplasm,hypoxanthine phosphoribosyltransferase ,OTHER,1,None,Cytoplasmic,0.987,None,None,o,0,0,i,179,None,None,None,None,None,None,None
WP_002484471.1,None,Unknown,FAD_NAD_P_-binding protein ,OTHER,1,None,Cytoplasmic,0.6251,None,None,o,0,0,n3-13c17/18o,494,None,None,None,None,None,None,None
WP_002440197.1,None,Unknown,"acetyl-CoA carboxylase, carboxyltransferase subunit beta ",OTHER,1,None,Cytoplasmic,0.7886,None,None,o,0,0,i,285,None,None,None,None,None,None,None
WP_002487711.1,None,Unknown,aconitate hydratase AcnA ,OTHER,1,None,Cytoplasmic,0.7692,None,None,o,0,0,i,901,None,None,None,None,None,None,None
WP_002500278.1,None,Unknown,excinuclease ABC subunit UvrA ,OTHER,1,None,Cytoplasmic,0.788,None,None,o,0,0,i,944,None,None,None,None,None,None,None
WP_001831993.1,None,Cytoplasm,glucose-6-phosphate isomerase ,OTHER,1,None,Cytoplasmic,0.9811,None,None,o,0,0,i,443,None,None,None,None,None,None,None
WP_002456185.1,None,Cytoplasm,transcriptional regulator AhrC_ArgR ,OTHER,1,None,Cytoplasmic,0.9762,None,None,o,0,0,i,150,None,None,None,None,None,None,None
WP_002438914.1,None,Unknown,thioredoxin-disulfide reductase ,OTHER,0.999737,None,Cytoplasmic,0.9246,None,None,o,0,0,i,310,None,None,None,None,None,None,None
WP_002439562.1,None,Unknown,2-oxoacid_ferredoxin oxidoreductase subunit beta ,OTHER,1,None,Cytoplasmic,0.8072,None,None,o,0,0,i,288,None,None,None,None,None,None,None
WP_002456566.1,None,Cytoplasm,PolC-type DNA polymerase III ,OTHER,1,None,Cytoplasmic,0.9837,None,None,o,0,0,i,1436,None,None,None,None,None,None,None
WP_001831066.1,None,Unknown,response regulator transcription factor ,OTHER,1,None,Cytoplasmic,0.9942,None,None,o,0,0,i,241,None,None,None,None,None,None,None
WP_001830429.1,None,Unknown,"glutamate-1-semialdehyde 2,1-aminomutase ",OTHER,1,None,Cytoplasmic,0.9944,None,None,o,0,0,i,429,WP_000855505.1,34.043,47,429,701,1.4,24.3
WP_001829572.1,None,Cytoplasm,preprotein translocase subunit SecA ,OTHER,1,None,Cytoplasmic Membrane,0.5043,None,None,o,0,0,i,844,WP_000506531.1,90.391,843,844,843,0,1600
WP_001832306.1,None,Cytoplasm,50S ribosomal protein L10 ,OTHER,1,None,Cytoplasmic,0.5355,None,None,o,0,0,i,166,None,None,None,None,None,None,None
WP_001831922.1,None,Unknown,peptidylprolyl isomerase ,OTHER,1,None,Cytoplasmic,0.8951,None,None,o,0,0,i,197,None,None,None,None,None,None,None
WP_001829775.1,None,Cytoplasm,50S ribosomal protein L4 ,OTHER,1,None,Extracellular,0.6588,None,None,o,0,0,i,207,WP_000024827.1,90.338,207,207,207,2.30E-143,392
WP_001831269.1,None,Cytoplasm,elongation factor P ,OTHER,1,None,Cytoplasmic,0.9993,None,None,o,0,0,i,185,None,None,None,None,None,None,None
WP_001829961.1,None,Unknown,purine-nucleoside phosphorylase ,OTHER,1,None,Cytoplasmic,0.987,None,None,o,0,0,i,236,WP_000863556.1,45.833,24,236,199,5.4,21.2
WP_002458379.1,None,Unknown,bifunctional hydroxymethylpyrimidine kinase_phosphomethylpyrimidine kinase ,OTHER,1,None,Cytoplasmic,0.9986,None,None,o,0,0,i,276,None,None,None,None,None,None,None
WP_002437296.1,None,Unknown,synthesis GTPase MnmE ,OTHER,1,None,Cytoplasmic,0.9825,None,None,o,0,0,i,459,None,None,None,None,None,None,None
WP_001831007.1,None,Unknown,molecular chaperone DnaK ,OTHER,1,None,Cytoplasmic,0.9658,P,0.986,o,0,0,i,609,None,None,None,None,None,None,None
WP_002440176.1,None,Cytoplasm,porphobilinogen synthase ,OTHER,1,None,Cytoplasmic,0.8201,None,None,o,0,0,i,324,None,None,None,None,None,None,None
WP_002489851.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.9995,None,None,i19-41o56-73i136-158o163-185i265-287o,5,6,i12-36o56-73i142-159o165-182i243-262o268-287i,578,None,None,None,None,None,None,None
WP_002489907.1,wall,Unknown,LPXTG cell wall anchor domain-containing protein ,SP,0.963221,CS pos: 44-45. Pr: 0.9060,Cellwall_Surface,0.7284,P,0.999,o,0,1,n25-36c44/45o300-318i,324,None,None,None,None,None,None,None
WP_001832672.1,surface,Unknown,YSIRK signal domain_LPXTG anchor domain surface protein ,SP,0.998503,CS pos: 37-38. Pr: 0.9657,Cellwall_Surface,0.7695,P,0.998,i13-35o,1,1,n18-29c37/38o3664-3681i,3692,None,None,None,None,None,None,None
WP_002437277.1,None,Unknown,efflux RND transporter periplasmic adaptor subunit ,OTHER,0.990167,None,Cytoplasmic Membrane,0.9178,P,0.997,i5-24o,1,1,o6-25i,372,None,None,None,None,None,None,None
WP_080388512.1,None,Unknown,hyperosmolarity resistance protein Ebh ,SP,0.998589,CS pos: 39-40. Pr: 0.9562,-,0,P,0.997,i12-34o10016-10034i,2,2,i12-32o10013-10034i,10149,None,None,None,None,None,None,None
WP_001832759.1,None,Unknown,dihydrolipoyllysine-residue succinyltransferase ,OTHER,1,None,Cytoplasmic,0.9938,P,0.996,o,0,0,i,420,None,None,None,None,None,None,None
WP_002485785.1,surface_wall,Unknown,YSIRK-type signal peptide-containing protein ,SP,0.997937,CS pos: 45-46. Pr: 0.9499,Cellwall_Surface,0.9406,P,0.991,o,0,1,n23-38c45/46o802-819i,827,None,None,None,None,None,None,None
WP_001831683.1,None,Unknown,dihydrolipoamide acetyltransferase family protein ,OTHER,1,None,Cytoplasmic,0.9886,P,0.983,o,0,0,i,433,None,None,None,None,None,None,None
WP_001832675.1,None,Unknown,YtxH domain-containing protein ,OTHER,0.999497,None,Cytoplasmic Membrane,0.6997,P,0.983,i35-52o,1,1,o35-53i,407,None,None,None,None,None,None,None
WP_002485723.1,None,Unknown,heavy metal translocating P-type ATPase ,OTHER,1,None,Cytoplasmic Membrane,0.9996,P,0.983,o28-50i55-77o92-123i262-281o291-313i590-612o616-638i,7,7,o28-47i54-73o93-123i262-281o293-313i595-614o620-638i,641,None,None,None,None,None,None,None
WP_002494543.1,None,Unknown,arsenical pump-driving ATPase ,OTHER,1,None,Cytoplasmic,0.73,P,0.983,o,0,0,i,574,None,None,None,None,None,None,None
WP_002487864.1,None,Unknown,SdrD B-like domain-containing protein ,SP,0.797662,CS pos: 51-52. Pr: 0.7427,Cellwall_Surface,0.6625,P,0.98,i22-44o,1,2,i27-45o1086-1106i,1116,None,None,None,None,None,None,None
WP_002489769.1,None,Cytoplasmic_membrane,penicillin-binding protein ,OTHER,0.999956,None,Cytoplasmic Membrane,0.9868,P,0.977,i13-35o,1,0,n13-28c32/33o,776,None,None,None,None,None,None,None
WP_410467994.1,None,Unknown,SdrD B-like domain-containing protein ,OTHER,1,None,Cellwall_Surface,0.8676,P,0.975,o,0,1,o626-642i,650,None,None,None,None,None,None,None
WP_138936984.1,None,Unknown,SdrD B-like domain-containing protein ,SP,0.886905,CS pos: 52-53. Pr: 0.7816,Cellwall_Surface,0.8537,P,0.973,o,0,1,n30-41c52/53o1258-1274i,1284,None,None,None,None,None,None,None
WP_002489707.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 17-18. Pr: 0.9948,Extracellular,0.519,P,0.972,o,0,0,n4-15c21/22o,292,None,None,None,None,None,None,None
WP_001831881.1,None,Unknown,amidase domain-containing protein ,SP,0.999031,CS pos: 27-28. Pr: 0.9747,Extracellular,0.9993,P,0.969,o,0,0,n6-17c27/28o,655,None,None,None,None,None,None,None
WP_001831890.1,surface_wall,Unknown,LPXTG cell wall anchor domain-containing protein ,SP,0.967364,CS pos: 35-36. Pr: 0.9139,Extracellular,0.4828,P,0.964,i7-29o650-669i,2,1,n13-24c28/29o650-669i,676,None,None,None,None,None,None,None
WP_002455955.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 19-20. Pr: 0.9944,Extracellular,0.6512,P,0.959,o,0,0,n6-17c22/23o,300,None,None,None,None,None,None,None
WP_002486289.1,None,Unknown,zinc ribbon domain-containing protein ,OTHER,0.999719,None,Cytoplasmic Membrane,0.6919,P,0.953,i54-73o,1,1,i54-74o,443,None,None,None,None,None,None,None
WP_001829621.1,None,Unknown,COG3942 and LysM peptidoglycan-binding domain-containing protein ,SP,0.998824,CS pos: 24-25. Pr: 0.9773,Extracellular,0.9753,P,0.942,o,0,0,n5-16c24/25o,266,WP_000926310.1,50,14,266,144,6.1,21.2
WP_001831933.1,None,Unknown,fumarylacetoacetate hydrolase family protein ,OTHER,1,None,Cytoplasmic,0.9986,P,0.935,o,0,0,i,301,None,None,None,None,None,None,None
WP_002456066.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 17-18. Pr: 0.9960,Extracellular,0.5279,P,0.934,o,0,0,n4-16c21/22o,215,None,None,None,None,None,None,None
WP_002437520.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 18-19. Pr: 0.9960,Cytoplasmic Membrane,0.7915,P,0.932,o,0,0,n5-16c20/21o,188,None,None,None,None,None,None,None
WP_002468463.1,None,Unknown,homoserine dehydrogenase ,OTHER,0.999712,None,Cytoplasmic,0.9759,P,0.916,o,0,0,n4-11c16/17o,426,None,None,None,None,None,None,None
WP_002456455.1,None,Unknown,DNA translocase FtsK ,OTHER,1,None,Cytoplasmic,0.7683,P,0.904,o,0,0,i,1169,None,None,None,None,None,None,None
WP_001830659.1,None,Unknown,hypothetical protein ,SP,0.998645,CS pos: 28-29. Pr: 0.9730,Extracellular,0.6837,P,0.883,i168-190o,1,1,n6-17c28/29o169-188i,196,None,None,None,None,None,None,None
WP_001829365.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 17-18. Pr: 0.9964,Extracellular,0.5895,P,0.875,o,0,0,n4-15c19/20o,184,WP_000769720.1,45.161,31,184,190,0.016,28.5
WP_002456758.1,None,Unknown,Gldg family protein ,SP,0.999029,CS pos: 26-27. Pr: 0.9787,Extracellular,0.9812,P,0.867,o,0,0,n7-18c26/27o,516,None,None,None,None,None,None,None
WP_057504627.1,None,Unknown,WP_057504627.1 efflux RND transporter permease subunit ,OTHER,0.981494,None,Cytoplasmic Membrane,0.9999,P,0.867,i7-29o364-386i393-410o415-433i471-493o503-525i554-576o880-902i909-928o938-960i980-1002o1017-1039i,12,11,n14-25c30/31o364-386i393-413o419-440i471-493o499-526i558-576o883-902i909-929o935-960i981-1000o1012-1041i,1051,None,None,None,None,None,None,None
WP_010959181.1,None,Unknown,elastin-binding protein EbpS ,OTHER,1,None,Cytoplasmic Membrane,0.9068,P,0.859,o285-307i,1,1,i285-307o,460,None,None,None,None,None,None,None
WP_001829425.1,None,Unknown,YSIRK domain-containing triacylglycerol lipase GehC ,SP,0.998918,CS pos: 35-36. Pr: 0.9684,Extracellular,0.994,P,0.856,i13-35o,1,0,n15-27c35/36o,688,WP_001048286.1,53.846,39,688,2478,0.00000887,42.4
WP_002456490.1,wall,Unknown,"peptidoglycan D,D-transpeptidase FtsI family protein ",OTHER,0.999979,None,Cytoplasmic Membrane,0.8988,P,0.854,i21-43o,1,1,i21-42o,696,None,None,None,None,None,None,None
WP_002456539.1,None,Unknown,threonine synthase ,OTHER,1,None,Cytoplasmic,0.9892,P,0.851,o,0,0,i,354,None,None,None,None,None,None,None
WP_001830672.1,None,Unknown,poly-gamma-glutamate hydrolase family protein ,SP,0.929523,CS pos: 38-39. Pr: 0.8678,Extracellular,0.7098,P,0.838,o,0,0,n15-26c38/39o,445,None,None,None,None,None,None,None
WP_001831625.1,None,Unknown,zinc ribbon domain-containing protein ,OTHER,0.999881,None,Cytoplasmic Membrane,0.7547,P,0.825,i53-72o,1,1,i53-73o,462,None,None,None,None,None,None,None
WP_049387514.1,None,Unknown,MSCRAMM-like protein SdrH ,SP,0.998899,CS pos: 30-31. Pr: 0.9738,Cellwall_Surface,0.5718,P,0.824,o410-429i,1,1,n12-23c30/31o409-429i,433,None,None,None,None,None,None,None
WP_002437272.1,None,Unknown,YSIRK-targeted triacylglycerol lipase ,SP,0.998919,CS pos: 37-38. Pr: 0.9691,Extracellular,0.9983,P,0.811,i12-31o,1,1,i12-32o,681,None,None,None,None,None,None,None
WP_001829359.1,None,Unknown,DUF4352 domain-containing protein ,OTHER,0.995889,None,Cytoplasmic Membrane,0.6312,P,0.806,i35-57o,1,1,i36-56o,205,WP_000884739.1,40,40,205,395,7,20.8
WP_001830329.1,None,Unknown,DM13 domain-containing protein ,LIPO,1,CS pos: 20-21. Pr: 0.9940,Cytoplasmic Membrane,0.6991,P,0.806,o,0,0,n6-14c19/20o,145,WP_001093553.1,75.51,147,145,146,2.15E-77,220
WP_002437601.1,None,Unknown,heavy metal translocating P-type ATPase ,OTHER,0.999977,None,Cytoplasmic Membrane,0.9999,P,0.803,i45-67o77-96i108-130o143-165i295-317o327-349i636-658o662-684i,8,8,i45-64o70-89i110-131o143-165i295-317o329-349i636-661o667-684i,687,None,None,None,None,None,None,None
WP_054828573.1,None,Unknown,WP_054828573.1 HlyD family secretion protein ,OTHER,0.949288,None,Cytoplasmic Membrane,0.9992,P,0.791,i5-27o,1,1,i5-26o,215,None,None,None,None,None,None,None
WP_002387625.1,None,Unknown,DUF536 domain-containing protein ,OTHER,1,None,Cytoplasmic,0.9091,P,0.786,o,0,0,i,242,None,None,None,None,None,None,None
WP_001831665.1,None,Unknown,N-acetylmuramoyl-L-alanine amidase ,SP,0.999056,CS pos: 29-30. Pr: 0.9744,Extracellular,0.9767,P,0.78,o,0,0,n13-24c29/30o,1335,None,None,None,None,None,None,None
WP_001829571.1,lipoprotein,Periplasm,ferrated catecholamine ABC transporter substrate-binding lipoprotein SstD ,LIPO,1,CS pos: 18-19. Pr: 0.9970,Cytoplasmic Membrane,0.8136,P,0.731,o,0,0,n5-16c20/21o,347,WP_000615921.1,47.059,17,347,122,6.7,21.2
WP_001829680.1,None,Unknown,diacylglycerol_lipid kinase family protein ,OTHER,1,None,Cytoplasmic,0.8693,P,0.682,o,0,0,i,307,WP_000766074.1,32.5,40,307,146,6.4,21.2
WP_001829904.1,None,Unknown,transglycosylase family protein ,SP,0.998918,CS pos: 27-28. Pr: 0.9680,Extracellular,0.974,P,0.663,o,0,0,n4-15c27/28o,219,WP_000729744.1,57.143,14,219,901,8,20.8
WP_001830655.1,None,Unknown,hypothetical protein ,LIPO,1,CS pos: 18-19. Pr: 0.9960,Cytoplasmic Membrane,0.8414,P,0.66,o,0,0,n6-17c22/23o,307,None,None,None,None,None,None,None
WP_057504628.1,None,Unknown,WP_057504628.1 lectin-like domain-containing protein ,OTHER,1,None,Cellwall_Surface,0.8881,P,0.649,o2037-2056i,1,1,o2037-2056i,2070,None,None,None,None,None,None,None
WP_237640909.1,None,Unknown,transporter ,OTHER,0.998293,None,Cytoplasmic Membrane,0.9683,P,0.645,o65-84i,1,1,o66-84i,93,None,None,None,None,None,None,None
WP_001830442.1,None,Unknown,CamS family sex pheromone protein ,LIPO,1,CS pos: 17-18. Pr: 0.9964,Cytoplasmic Membrane,0.9222,P,0.643,o,0,0,n4-15c19/20o,402,WP_001280006.1,58.333,12,402,184,2.9,22.7
WP_001832324.1,None,Unknown,gamma-glutamyltransferase ,OTHER,0.998975,None,Cytoplasmic Membrane,0.8069,P,0.643,i7-26o,1,1,i7-26o,534,None,None,None,None,None,None,None
WP_001829335.1,None,Unknown,S1C family serine protease ,OTHER,1,None,Cytoplasmic Membrane,0.9131,P,0.617,i225-244o,1,1,i224-244o,585,WP_001151902.1,40,20,585,635,0.85,25.4
WP_002470802.1,None,Unknown,DUF4887 domain-containing protein ,OTHER,0.999528,None,Cytoplasmic Membrane,0.7079,P,0.612,i7-29o,1,0,n7-18c23/24o,206,None,None,None,None,None,None,None
WP_001830963.1,None,Unknown,type 1 glutamine amidotransferase domain-containing protein ,OTHER,0.926728,None,Cytoplasmic,0.9772,P,0.611,o,0,0,n5-13c18/19o,219,None,None,None,None,None,None,None
WP_002437604.1,None,Unknown,multicopper oxidase family protein ,SP,0.998119,CS pos: 25-26. Pr: 0.9652,Extracellular,0.9749,P,0.605,i5-24o,1,0,n5-17c25/26o,477,None,None,None,None,None,None,None
WP_002485491.1,None,Unknown,hypothetical protein ,OTHER,0.710945,None,Extracellular,0.6177,P,0.603,o4-26i,1,0,n4-19c23/24o,166,None,None,None,None,None,None,None
WP_000240855.1,None,Unknown,50S ribosomal protein L34 ,OTHER,0.999992,None,Extracellular,0.8331,P,0.602,i,0,0,i,45,WP_000290485.1,50,14,45,126,1.4,19.2
WP_001631028.1,None,Unknown,restriction endonuclease subunit R ,OTHER,0.999996,None,Cytoplasmic,0.6689,P,0.602,o,0,0,i,47,WP_000178881.1,57.895,19,47,132,0.25,21.6
WP_001829569.1,None,Unknown,type II toxin-antitoxin system toxin TsaT ,OTHER,1,None,Cytoplasmic Membrane,0.9947,P,0.602,o5-27i39-61o,2,2,o6-26i38-61o,62,None,None,None,None,None,None,None
WP_001829687.1,None,Unknown,hypothetical protein ,OTHER,0.999751,None,Cytoplasmic Membrane,0.8997,P,0.602,i55-77o,1,1,i56-77o,78,WP_000290400.1,63.636,11,78,495,3.6,19.6
WP_001829709.1,None,Unknown,50S ribosomal protein L36 ,OTHER,0.999993,None,Extracellular,0.7257,P,0.602,i,0,0,i,37,WP_001062658.1,50,12,37,579,5.5,17.3
WP_001830056.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9961,P,0.602,i5-27o37-59i,2,1,n3-18c27/28o37-60i,61,WP_000201875.1,60,10,61,305,5.8,18.5
WP_001830076.1,None,Unknown,beta-class phenol-soluble modulin ,OTHER,0.99972,None,Extracellular,0.9772,P,0.602,o,0,0,i,43,WP_001048286.1,58.824,17,43,2478,0.027,23.9
WP_001830095.1,None,Unknown,beta-class phenol-soluble modulin ,OTHER,0.992612,None,Extracellular,0.9917,P,0.602,o,0,0,i,44,WP_001115440.1,66.667,9,44,422,7.1,17.3
WP_001830190.1,None,Unknown,beta-class phenol-soluble modulin ,OTHER,0.998607,None,Extracellular,0.9764,P,0.602,o,0,0,i,44,WP_001124525.1,46.154,13,44,438,7,17.3
WP_001830746.1,None,Unknown,SAS049 family protein ,OTHER,1,None,Cytoplasmic,0.8714,P,0.602,i,0,0,i,47,None,None,None,None,None,None,None
WP_001830753.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9063,P,0.602,o4-21i26-48o,2,1,n3-14c18/19o28-48i,59,None,None,None,None,None,None,None
WP_001830756.1,None,Unknown,hypothetical protein ,OTHER,0.999996,None,Cytoplasmic,0.9538,P,0.602,i,0,0,i,46,None,None,None,None,None,None,None
WP_001831215.1,None,Unknown,YneF family protein ,OTHER,0.999993,None,Cytoplasmic Membrane,0.993,P,0.602,o4-26i,1,1,o6-25i,75,None,None,None,None,None,None,None
WP_001831711.1,None,Unknown,glycopeptide resistance-associated protein GraF ,OTHER,0.999995,None,Cytoplasmic,0.9552,P,0.602,i,0,0,i,44,None,None,None,None,None,None,None
WP_001831873.1,None,Unknown,beta-class phenol-soluble modulin ,OTHER,0.998993,None,Extracellular,0.9991,P,0.602,o,0,0,i,44,None,None,None,None,None,None,None
WP_001831885.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9838,P,0.602,i2-24o34-56i,2,2,o6-23i35-54o,58,None,None,None,None,None,None,None
WP_001832932.1,None,Unknown,hypothetical protein ,OTHER,0.999741,None,Cytoplasmic,0.5484,P,0.602,i,0,0,i,43,None,None,None,None,None,None,None
WP_002437634.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.8672,P,0.602,o,0,0,i,42,None,None,None,None,None,None,None
WP_002437676.1,None,Unknown,beta-class phenol-soluble modulin ,OTHER,0.973209,None,Extracellular,0.9719,P,0.602,o,0,0,i,50,None,None,None,None,None,None,None
WP_002437688.1,None,Unknown,beta-class phenol-soluble modulin ,OTHER,0.983157,None,Extracellular,0.9795,P,0.602,o,0,0,i,50,None,None,None,None,None,None,None
WP_002437978.1,None,Unknown,SE2200 family small protein ,OTHER,0.879509,None,Cytoplasmic Membrane,0.5519,P,0.602,o,0,0,n4-12c17/18o,33,None,None,None,None,None,None,None
WP_002438284.1,None,Unknown,putative metal homeostasis protein ,OTHER,1,None,Cytoplasmic,0.795,P,0.602,i,0,0,i,34,None,None,None,None,None,None,None
