qseqid	sseqid	pident	length	evalue	bitscore
WP_002456565.1	sp|Q2FJ78|SDRD_STAA3	25.373	67	0.11	25.4
WP_001631032.1	sp|O86487|SDRC_STAAE	25.301	83	0.11	23.9
WP_002456349.1	sp|Q2FJ77|SDRE_STAA3	25	64	0.11	24.3
WP_001830633.1	sp|Q2FJ78|SDRD_STAA3	24.561	57	0.11	25
WP_001830661.1	sp|Q53654|CNA_STAAU	21.986	141	0.11	24.6
WP_001831493.1	sp|Q7A656|ISDB_STAAN	21.154	52	0.11	23.9
WP_002439025.1	sp|P80544|PLS_STAAU	52.941	17	0.12	21.9
WP_001830176.1	sp|Q7A656|ISDB_STAAN	48.276	29	0.12	24.6
WP_001832672.1	sp|Q7A656|ISDB_STAAN	39.394	33	0.12	28.9
WP_001830323.1	sp|Q2FE03|FNBA_STAA3	33.333	24	0.12	25.4
WP_001831967.1	sp|Q2FJ78|SDRD_STAA3	32	50	0.12	21.2
WP_001831148.1	sp|O33635|ATL_STAEP	28.261	46	0.12	21.6
WP_002476740.1	sp|Q7A656|ISDB_STAAN	28.261	46	0.12	24.3
WP_001829594.1	sp|Q53654|CNA_STAAU	26.786	56	0.12	25
WP_002456703.1	sp|Q2FJ77|SDRE_STAA3	25.714	105	0.12	25.4
WP_001831493.1	sp|Q8NW39|ISDH_STAAW	25.532	47	0.12	23.9
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	24	125	0.12	27.3
WP_001831571.1	sp|P80544|PLS_STAAU	19.697	132	0.12	25.4
WP_002505076.1	sp|Q5HCR7|CLFB_STAAC	44.444	27	0.13	23.9
WP_002456961.1	tr|A0A1L7H885|A0A1L7H885_STAAU	35.417	48	0.13	24.6
WP_002456495.1	sp|O33635|ATL_STAEP	35.294	34	0.13	22.7
WP_001830522.1	sp|Q53653|CLFA_STAAE	31.2	125	0.13	25
WP_001830577.1	sp|O86487|SDRC_STAAE	30.909	55	0.13	24.6
WP_001551932.1	sp|Q2FJ77|SDRE_STAA3	28.571	56	0.13	25.4
WP_001831666.1	sp|Q2FJ77|SDRE_STAA3	28.571	42	0.13	23.1
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	27.885	104	0.13	26.9
WP_001829811.1	sp|O33635|ATL_STAEP	27.778	54	0.13	23.5
WP_001829514.1	sp|Q2FJ77|SDRE_STAA3	26.923	52	0.13	24.6
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.13	26.9
WP_001830081.1	sp|Q2FUW1|SRAP_STAA8	23.214	56	0.13	21.9
WP_002456548.1	sp|P80544|PLS_STAAU	22.989	87	0.13	24.3
WP_002456703.1	sp|Q8NW39|ISDH_STAAW	22.886	201	0.13	25.4
WP_001832364.1	sp|Q8NW39|ISDH_STAAW	71.429	14	0.14	21.2
WP_001831110.1	sp|O33635|ATL_STAEP	57.143	14	0.14	21.9
WP_001833002.1	sp|P0C047|ESXB_STAAE	54.545	11	0.14	22.3
WP_000364405.1	sp|Q5HCR7|CLFB_STAAC	43.75	32	0.14	24.6
WP_001829780.1	sp|O33635|ATL_STAEP	40.909	22	0.14	23.5
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.14	24.6
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.14	24.6
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.14	24.6
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.14	24.6
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.14	24.6
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.14	24.6
WP_002486059.1	sp|O33635|ATL_STAEP	35.556	45	0.14	23.9
WP_002469303.1	sp|Q2FE03|FNBA_STAA3	34.247	73	0.14	24.6
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.14	23.9
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.14	23.9
WP_002456719.1	sp|Q2FE03|FNBA_STAA3	33.333	33	0.14	20.8
WP_057504627.1	sp|O33635|ATL_STAEP	31.429	35	0.14	26.6
WP_001829342.1	sp|P80544|PLS_STAAU	31.25	48	0.14	21.6
WP_001830890.1	sp|Q7A656|ISDB_STAAN	30	90	0.14	25.4
WP_002438178.1	sp|O33635|ATL_STAEP	29.73	37	0.14	22.3
WP_057504627.1	sp|O33635|ATL_STAEP	29.032	62	0.14	26.9
WP_001832177.1	sp|Q2FE03|FNBA_STAA3	28.07	57	0.14	25
WP_002439496.1	sp|Q2FJ78|SDRD_STAA3	27.143	70	0.14	25
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.14	26.9
WP_001830094.1	sp|Q2FJ77|SDRE_STAA3	26.882	93	0.14	24.3
WP_002437208.1	sp|O33635|ATL_STAEP	26.087	92	0.14	24.6
WP_002484970.1	sp|Q2FE03|FNBA_STAA3	25	88	0.14	25.4
WP_002485782.1	sp|Q5HCR7|CLFB_STAAC	23.967	121	0.14	23.5
WP_002456176.1	sp|Q53653|CLFA_STAAE	23.214	56	0.14	24.3
WP_057504627.1	sp|Q2FE03|FNBA_STAA3	61.111	18	0.15	26.6
WP_002438783.1	sp|Q53654|CNA_STAAU	44	25	0.15	23.5
WP_001829661.1	sp|O33635|ATL_STAEP	35.185	54	0.15	24.6
WP_001830897.1	sp|Q53654|CNA_STAAU	34.211	38	0.15	24.3
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.15	23.9
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.15	23.9
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.15	23.9
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.15	23.9
WP_001830179.1	sp|Q2G2B2|SASG_STAA8	33.333	30	0.15	23.9
WP_001832326.1	sp|Q2FJ78|SDRD_STAA3	33.333	36	0.15	25
WP_001829365.1	sp|P80544|PLS_STAAU	31.25	48	0.15	23.5
WP_000272781.1	sp|Q2FJ78|SDRD_STAA3	31.034	58	0.15	23.9
WP_002456423.1	sp|Q2FJ78|SDRD_STAA3	31.034	29	0.15	21.2
WP_001829712.1	sp|Q8NW39|ISDH_STAAW	30.303	33	0.15	23.5
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	29.114	79	0.15	26.9
WP_001831318.1	sp|P80544|PLS_STAAU	28.09	89	0.15	26.6
WP_001551924.1	sp|Q2G2B2|SASG_STAA8	24.051	79	0.15	23.5
WP_001829796.1	sp|Q2FHV1|ISDA_STAA3	23.944	71	0.15	23.1
WP_002437590.1	sp|A6QF98|EMP_STAAE	21.739	92	0.15	24.3
WP_001829717.1	sp|Q53654|CNA_STAAU	58.333	12	0.16	21.6
WP_001829717.1	sp|Q53654|CNA_STAAU	58.333	12	0.16	21.6
WP_001829717.1	sp|Q53654|CNA_STAAU	58.333	12	0.16	21.6
WP_001829672.1	sp|O86487|SDRC_STAAE	39.474	38	0.16	24.3
WP_002456997.1	sp|Q2FE03|FNBA_STAA3	33.333	69	0.16	25.8
WP_002437601.1	sp|Q7A656|ISDB_STAAN	29.63	81	0.16	25.8
WP_002487864.1	sp|Q8NW39|ISDH_STAAW	29.545	88	0.16	26.6
WP_001832592.1	tr|A0A1L7H885|A0A1L7H885_STAAU	28.75	80	0.16	22.7
WP_002438326.1	sp|Q7A656|ISDB_STAAN	28.571	56	0.16	23.9
WP_002438689.1	sp|Q2G2B2|SASG_STAA8	26.619	139	0.16	26.9
WP_002438689.1	sp|Q2G2B2|SASG_STAA8	26.619	139	0.16	26.9
WP_410467994.1	sp|Q53654|CNA_STAAU	25.85	147	0.16	25.8
WP_002447401.1	sp|O33635|ATL_STAEP	22.561	164	0.16	23.5
WP_001830812.1	sp|Q7A656|ISDB_STAAN	22.449	147	0.16	23.1
WP_002486054.1	sp|O86487|SDRC_STAAE	20.27	74	0.16	24.3
WP_002456176.1	sp|A6QF98|EMP_STAAE	19.643	168	0.16	23.9
WP_001829778.1	sp|Q7A656|ISDB_STAAN	52.174	23	0.17	23.5
WP_001830401.1	sp|Q2FJ78|SDRD_STAA3	45	20	0.17	21.9
WP_001830163.1	sp|Q2FJ77|SDRE_STAA3	42.105	38	0.17	23.9
WP_000282655.1	sp|Q2G2B2|SASG_STAA8	38.462	26	0.17	24.6
WP_025987120.1	sp|Q2FUW1|SRAP_STAA8	37.037	54	0.17	25.8
WP_002502572.1	sp|Q2FJ77|SDRE_STAA3	36.667	30	0.17	25.4
WP_002437208.1	sp|O86487|SDRC_STAAE	35.897	39	0.17	24.3
WP_002456352.1	sp|Q7A656|ISDB_STAAN	32	100	0.17	24.6
WP_000364405.1	sp|Q2FJ77|SDRE_STAA3	28.261	92	0.17	24.6
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	28.09	89	0.17	26.6
WP_001830522.1	sp|Q2FJ78|SDRD_STAA3	27.5	80	0.17	24.6
WP_002440043.1	sp|Q2FJ77|SDRE_STAA3	25.385	130	0.17	23.1
WP_025987120.1	sp|O33635|ATL_STAEP	24.691	162	0.17	25.8
WP_001831571.1	sp|P80544|PLS_STAAU	20.635	63	0.17	25
WP_001830076.1	sp|P80544|PLS_STAAU	43.478	23	0.18	19.6
WP_002437175.1	tr|A0A1L7H885|A0A1L7H885_STAAU	40.625	32	0.18	22.7
WP_001830405.1	sp|Q2FJ78|SDRD_STAA3	39.13	23	0.18	23.5
WP_002456519.1	sp|Q53654|CNA_STAAU	36.667	30	0.18	24.3
WP_001831020.1	sp|Q2FE03|FNBA_STAA3	35.417	48	0.18	24.6
WP_001833037.1	sp|P80544|PLS_STAAU	34.615	52	0.18	25.8
WP_002468313.1	sp|Q53654|CNA_STAAU	34.483	29	0.18	25
WP_002468313.1	sp|Q53654|CNA_STAAU	34.483	29	0.18	25
WP_002468313.1	sp|Q53654|CNA_STAAU	34.483	29	0.18	25
WP_001831622.1	sp|Q53654|CNA_STAAU	31.373	51	0.18	22.3
WP_001831769.1	sp|Q2FJ78|SDRD_STAA3	31.081	74	0.18	24.6
WP_001830659.1	sp|P80544|PLS_STAAU	30.952	42	0.18	23.5
WP_001830659.1	sp|P80544|PLS_STAAU	30.952	42	0.18	23.5
WP_001830659.1	sp|P80544|PLS_STAAU	30.952	42	0.18	23.5
WP_001829426.1	sp|Q2FE03|FNBA_STAA3	30.667	75	0.18	24.3
WP_002439534.1	sp|Q2FJ77|SDRE_STAA3	29.703	101	0.18	25.8
WP_001829498.1	sp|P0C047|ESXB_STAAE	29.31	58	0.18	22.3
WP_002489909.1	sp|Q2FJ77|SDRE_STAA3	28.571	49	0.18	20.4
WP_001830633.1	sp|P80544|PLS_STAAU	27.778	72	0.18	24.6
WP_002439509.1	sp|Q2FJ77|SDRE_STAA3	27.778	72	0.18	24.3
WP_001832313.1	sp|Q53654|CNA_STAAU	26.866	67	0.18	24.6
WP_002457081.1	sp|A6QF98|EMP_STAAE	25	92	0.18	23.1
WP_002456837.1	sp|A6QF98|EMP_STAAE	24.59	61	0.18	23.9
WP_001832478.1	sp|Q53654|CNA_STAAU	23.077	91	0.18	25.4
WP_001831120.1	sp|Q53653|CLFA_STAAE	21.348	89	0.18	24.3
WP_410467994.1	sp|Q2FJ77|SDRE_STAA3	18.667	150	0.18	25.8
WP_001829412.1	sp|A6QF98|EMP_STAAE	61.538	13	0.19	25
WP_002438342.1	sp|Q2FJ77|SDRE_STAA3	50	24	0.19	25.8
WP_001830726.1	sp|Q8NW39|ISDH_STAAW	40.909	22	0.19	22.3
WP_002456708.1	sp|Q5HCR7|CLFB_STAAC	40	25	0.19	23.1
WP_001832133.1	sp|Q2FUW1|SRAP_STAA8	38.095	21	0.19	22.7
WP_002456633.1	sp|Q5HCR7|CLFB_STAAC	34.328	67	0.19	24.3
WP_002489707.1	sp|P80544|PLS_STAAU	31.481	54	0.19	24.3
WP_001832531.1	sp|Q53654|CNA_STAAU	19.697	66	0.19	25
WP_002438505.1	sp|O33635|ATL_STAEP	50	20	0.2	23.5
WP_083553767.1	sp|Q2FE03|FNBA_STAA3	38.636	44	0.2	25
WP_001830662.1	sp|Q2FHV1|ISDA_STAA3	36.735	49	0.2	24.6
WP_002456586.1	sp|O86487|SDRC_STAAE	35	40	0.2	20.8
WP_001832482.1	sp|Q2FJ78|SDRD_STAA3	34.848	66	0.2	23.9
WP_001832467.1	sp|Q5HCR7|CLFB_STAAC	29.851	67	0.2	24.6
WP_001830509.1	sp|Q5HCR7|CLFB_STAAC	27.586	58	0.2	23.1
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	26.316	114	0.2	26.6
WP_002486191.1	sp|Q7A656|ISDB_STAAN	25.926	54	0.2	24.6
WP_001830659.1	sp|Q2FJ77|SDRE_STAA3	24.615	65	0.2	23.5
WP_001830028.1	sp|Q2FJ78|SDRD_STAA3	24	100	0.2	25
WP_002455949.1	sp|O86487|SDRC_STAAE	23.81	63	0.2	24.6
WP_002489913.1	sp|Q2FJ78|SDRD_STAA3	57.143	14	0.21	22.7
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_002494082.1	sp|Q2G2B2|SASG_STAA8	42.857	14	0.21	18.1
WP_080388512.1	sp|Q53653|CLFA_STAAE	40	30	0.21	29.6
WP_001829411.1	sp|Q7A656|ISDB_STAAN	36	25	0.21	22.3
WP_001830511.1	sp|Q2G2B2|SASG_STAA8	33.333	39	0.21	23.9
WP_410467994.1	sp|Q2FJ78|SDRD_STAA3	31.034	58	0.21	25.4
WP_001831122.1	sp|Q7A656|ISDB_STAAN	30.556	36	0.21	25
WP_001832026.1	sp|A6QF98|EMP_STAAE	30	60	0.21	23.1
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	29.114	79	0.21	26.6
WP_001830007.1	sp|P80544|PLS_STAAU	28.986	69	0.21	25
WP_001830007.1	sp|P80544|PLS_STAAU	28.986	69	0.21	25
WP_001830007.1	sp|P80544|PLS_STAAU	28.986	69	0.21	25
WP_000746201.1	tr|A0A1L7H885|A0A1L7H885_STAAU	26.829	41	0.21	21.6
WP_002456544.1	sp|Q53654|CNA_STAAU	23.585	106	0.21	24.6
WP_001829830.1	sp|Q5HCR7|CLFB_STAAC	22.581	62	0.21	24.6
WP_002455937.1	sp|Q2FJ77|SDRE_STAA3	57.895	19	0.22	22.7
WP_002438246.1	sp|A6QF98|EMP_STAAE	52.632	19	0.22	24.3
WP_001831625.1	sp|Q2FE03|FNBA_STAA3	40	35	0.22	24.6
WP_002456499.1	sp|A0A0H2XI99|ESXA_STAA3	38.462	26	0.22	23.1
WP_001830148.1	sp|Q7A656|ISDB_STAAN	30.769	26	0.22	21.9
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	29.545	88	0.22	26.6
WP_001830559.1	sp|Q2FUW1|SRAP_STAA8	28	75	0.22	25.8
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	25.962	104	0.22	26.2
WP_001830929.1	sp|Q2FE03|FNBA_STAA3	25.301	83	0.22	23.9
WP_001830129.1	sp|Q7A656|ISDB_STAAN	22.689	119	0.22	24.6
WP_001832606.1	sp|Q2FHV1|ISDA_STAA3	22.581	62	0.22	22.7
WP_001830633.1	sp|Q2FJ77|SDRE_STAA3	21.239	113	0.22	24.3
WP_001830068.1	sp|P80544|PLS_STAAU	19.277	83	0.22	23.9
WP_306532126.1	sp|Q53654|CNA_STAAU	60	15	0.23	22.7
WP_001831013.1	sp|P80544|PLS_STAAU	50	18	0.23	24.3
WP_002438748.1	sp|O86487|SDRC_STAAE	43.75	16	0.23	22.7
WP_001831509.1	sp|Q2FE03|FNBA_STAA3	38.889	36	0.23	25
WP_001829424.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	37.5	32	0.23	21.9
WP_002438297.1	sp|Q7A656|ISDB_STAAN	36.842	38	0.23	22.7
WP_010959181.1	sp|A6QF98|EMP_STAAE	36.207	58	0.23	24.6
WP_001831794.1	sp|Q53654|CNA_STAAU	36.111	36	0.23	23.9
WP_001832657.1	sp|Q2FHV1|ISDA_STAA3	36	25	0.23	23.5
WP_001831448.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	35.714	56	0.23	21.9
WP_002494339.1	sp|P80544|PLS_STAAU	34.286	35	0.23	23.5
WP_001832736.1	sp|Q2FE03|FNBA_STAA3	34.211	38	0.23	23.9
WP_054828590.1	sp|Q2FJ78|SDRD_STAA3	32.353	34	0.23	23.9
WP_001829405.1	sp|A6QF98|EMP_STAAE	31.034	29	0.23	24.3
WP_049387514.1	sp|Q8NW39|ISDH_STAAW	30	90	0.23	24.6
WP_002456012.1	sp|P80544|PLS_STAAU	29.508	61	0.23	23.1
WP_001832289.1	sp|P80544|PLS_STAAU	27.586	58	0.23	24.6
WP_001832229.1	sp|Q2G2B2|SASG_STAA8	25.532	47	0.23	23.1
WP_002387626.1	sp|Q53653|CLFA_STAAE	25	76	0.23	23.9
WP_001832185.1	sp|Q2FE03|FNBA_STAA3	20.87	115	0.23	23.5
WP_001551920.1	sp|Q2FUW1|SRAP_STAA8	50	22	0.24	25
WP_001831714.1	sp|Q53654|CNA_STAAU	46.667	15	0.24	24.3
WP_001832306.1	sp|Q7A656|ISDB_STAAN	42.857	21	0.24	22.7
WP_001830185.1	sp|P0C047|ESXB_STAAE	41.026	39	0.24	21.6
WP_001831131.1	sp|Q2FJ78|SDRD_STAA3	36.842	38	0.24	24.3
WP_000746201.1	sp|Q2FJ78|SDRD_STAA3	36.364	33	0.24	21.9
WP_001832050.1	sp|Q2G2B2|SASG_STAA8	33.333	33	0.24	23.9
WP_001829571.1	sp|Q2FE03|FNBA_STAA3	32.787	61	0.24	24.3
WP_001829412.1	sp|Q2FUW1|SRAP_STAA8	28.125	64	0.24	25
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.24	26.2
WP_001831169.1	sp|Q53654|CNA_STAAU	26.163	172	0.24	24.6
WP_002456490.1	sp|Q8NW39|ISDH_STAAW	26.119	134	0.24	25.4
WP_001830825.1	sp|Q5HCR7|CLFB_STAAC	24.561	57	0.24	22.7
WP_002485342.1	sp|Q2FJ77|SDRE_STAA3	23.121	173	0.24	24.6
WP_002438782.1	sp|Q2FJ78|SDRD_STAA3	20.202	99	0.24	23.9
WP_002455931.1	sp|Q53653|CLFA_STAAE	50	20	0.25	24.6
WP_002456551.1	sp|Q2FJ77|SDRE_STAA3	50	14	0.25	20.4
WP_001829747.1	sp|O33635|ATL_STAEP	45.455	22	0.25	21.9
WP_001831890.1	sp|Q2FUW1|SRAP_STAA8	41.176	34	0.25	25.4
WP_001832616.1	sp|Q5HCR7|CLFB_STAAC	33.929	56	0.25	24.6
WP_002440194.1	tr|A0A1L7H885|A0A1L7H885_STAAU	33.333	36	0.25	23.1
WP_001831058.1	sp|Q2FJ78|SDRD_STAA3	30.769	52	0.25	24.3
WP_001832766.1	sp|Q2FUW1|SRAP_STAA8	29.762	84	0.25	22.3
WP_001831203.1	sp|Q2FHV1|ISDA_STAA3	29.032	31	0.25	23.9
WP_001829896.1	sp|Q2G2B2|SASG_STAA8	28.421	95	0.25	23.9
WP_001829466.1	sp|Q2FUW1|SRAP_STAA8	27.273	44	0.25	23.5
WP_001830606.1	sp|O33635|ATL_STAEP	25.581	43	0.25	24.3
WP_001829904.1	sp|Q2FJ77|SDRE_STAA3	25.15	167	0.25	23.1
WP_002485606.1	sp|Q2FJ78|SDRD_STAA3	48	25	0.26	24.3
WP_049387514.1	sp|Q53653|CLFA_STAAE	44.444	18	0.26	24.3
WP_001829679.1	sp|O33635|ATL_STAEP	37.931	29	0.26	24.3
WP_002457867.1	sp|Q7A656|ISDB_STAAN	37.5	24	0.26	20.8
WP_001829761.1	sp|O86487|SDRC_STAAE	34.091	44	0.26	23.5
WP_001831750.1	sp|Q2FUW1|SRAP_STAA8	33.898	59	0.26	23.5
WP_057504646.1	sp|Q2FJ77|SDRE_STAA3	32.432	37	0.26	21.2
WP_002438530.1	sp|Q8NW39|ISDH_STAAW	28.571	119	0.26	24.3
WP_001832181.1	sp|O33635|ATL_STAEP	27.586	58	0.26	23.9
WP_002456490.1	sp|Q2FJ78|SDRD_STAA3	22.472	89	0.26	25
WP_001829495.1	sp|Q2FHV1|ISDA_STAA3	20.455	44	0.26	23.5
WP_002439046.1	sp|Q7A656|ISDB_STAAN	54.545	22	0.27	24.6
WP_049387514.1	sp|Q2FUW1|SRAP_STAA8	51.282	39	0.27	24.3
WP_001830428.1	sp|O86487|SDRC_STAAE	42.105	19	0.27	23.9
WP_002456694.1	sp|Q2FJ77|SDRE_STAA3	41.176	17	0.27	22.7
WP_001832639.1	sp|P80544|PLS_STAAU	40.909	22	0.27	23.9
WP_002484471.1	tr|Q6T1I1|Q6T1I1_STAAU	36.842	38	0.27	23.9
WP_002438231.1	sp|Q53653|CLFA_STAAE	35.897	39	0.27	22.3
WP_002467717.1	sp|P80544|PLS_STAAU	34.146	41	0.27	24.3
WP_001832071.1	sp|Q2FJ77|SDRE_STAA3	30.159	63	0.27	23.5
WP_001830106.1	sp|Q2FHV1|ISDA_STAA3	28.261	46	0.27	23.5
WP_001832558.1	sp|Q53654|CNA_STAAU	27.381	84	0.27	23.1
WP_002456565.1	sp|Q2FJ77|SDRE_STAA3	27.273	55	0.27	24.3
WP_001830748.1	sp|P0C047|ESXB_STAAE	26.882	93	0.27	23.1
WP_001829904.1	sp|Q2FHV1|ISDA_STAA3	24.096	83	0.27	23.1
WP_001831179.1	sp|Q2FJ77|SDRE_STAA3	23.585	106	0.27	23.1
WP_002470142.1	sp|O33635|ATL_STAEP	19.76	167	0.27	25
WP_001831751.1	sp|Q53654|CNA_STAAU	57.895	19	0.28	20
WP_001830148.1	sp|P80544|PLS_STAAU	50	22	0.28	21.6
WP_002485123.1	sp|O86487|SDRC_STAAE	40	30	0.28	23.9
WP_001832526.1	sp|Q53653|CLFA_STAAE	39.474	38	0.28	23.5
WP_001831302.1	sp|Q2FJ78|SDRD_STAA3	33.333	18	0.28	21.2
WP_001832103.1	tr|A0A1L7H885|A0A1L7H885_STAAU	33.333	21	0.28	23.1
WP_002456445.1	sp|Q2FHV1|ISDA_STAA3	33.333	18	0.28	23.9
WP_001829900.1	sp|P0C047|ESXB_STAAE	30.556	36	0.28	21.6
WP_001830598.1	sp|Q5HCR7|CLFB_STAAC	26.263	99	0.28	24.3
WP_001831169.1	sp|Q53654|CNA_STAAU	26.163	172	0.28	24.6
WP_001829269.1	sp|O33635|ATL_STAEP	21.678	143	0.28	23.9
WP_002456551.1	sp|Q5HCR7|CLFB_STAAC	54.167	24	0.29	20
WP_001829621.1	sp|Q2FE03|FNBA_STAA3	39.535	43	0.29	23.5
WP_002500278.1	sp|O86487|SDRC_STAAE	32.727	55	0.29	25.4
WP_001829935.1	sp|Q2FJ77|SDRE_STAA3	26.087	69	0.29	22.3
WP_001832647.1	sp|Q8NW39|ISDH_STAAW	25.676	74	0.29	24.3
WP_002438258.1	sp|Q2FHV1|ISDA_STAA3	25.373	67	0.29	24.3
WP_001831870.1	sp|Q2FE03|FNBA_STAA3	44.444	27	0.3	23.1
WP_001830030.1	sp|P80544|PLS_STAAU	32.857	70	0.3	23.5
WP_001832455.1	sp|Q53653|CLFA_STAAE	32.727	55	0.3	26.2
WP_001832777.1	tr|Q6T1I1|Q6T1I1_STAAU	32.258	31	0.3	22.3
WP_001830574.1	sp|Q8NW39|ISDH_STAAW	28.889	45	0.3	23.5
WP_002438776.1	sp|O33635|ATL_STAEP	27.419	62	0.3	23.1
WP_138936984.1	sp|Q8NW39|ISDH_STAAW	26.923	104	0.3	25.8
WP_002438099.1	sp|Q2FJ77|SDRE_STAA3	25.439	114	0.3	24.3
WP_002489413.1	sp|Q53654|CNA_STAAU	24.59	61	0.3	24.3
WP_001832731.1	sp|Q53654|CNA_STAAU	22	100	0.3	24.3
WP_001830633.1	sp|O33635|ATL_STAEP	18.018	111	0.3	23.9
WP_001829703.1	sp|Q53653|CLFA_STAAE	56.25	16	0.31	21.6
WP_001830005.1	sp|Q2G2B2|SASG_STAA8	53.846	13	0.31	22.7
WP_001829496.1	sp|Q2FE03|FNBA_STAA3	50	24	0.31	21.2
WP_001831076.1	sp|Q7A656|ISDB_STAAN	45	20	0.31	20.4
WP_002447894.1	sp|A6QF98|EMP_STAAE	43.333	30	0.31	23.9
WP_001831936.1	sp|Q2FJ77|SDRE_STAA3	42.857	21	0.31	21.2
WP_001831012.1	tr|A0A390J584|A0A390J584_STAAU	42.308	26	0.31	24.3
WP_002438326.1	sp|Q2G2B2|SASG_STAA8	41.935	31	0.31	23.1
WP_001831974.1	sp|Q53654|CNA_STAAU	38.889	36	0.31	23.1
WP_000916431.1	sp|O86487|SDRC_STAAE	36.364	22	0.31	21.6
WP_001829676.1	sp|Q2FE03|FNBA_STAA3	36.17	47	0.31	22.7
WP_256647372.1	sp|Q2FE03|FNBA_STAA3	33.333	36	0.31	20
WP_002456427.1	sp|Q2G2B2|SASG_STAA8	30.435	69	0.31	23.1
WP_001830659.1	sp|Q53654|CNA_STAAU	30.233	86	0.31	22.7
WP_001832554.1	sp|O86487|SDRC_STAAE	27.451	102	0.31	25
WP_001830860.1	sp|O86487|SDRC_STAAE	21.818	55	0.31	23.9
WP_001829472.1	sp|P0C047|ESXB_STAAE	75	12	0.32	21.9
WP_002489714.1	sp|Q2G2B2|SASG_STAA8	47.826	23	0.32	24.6
WP_002437688.1	sp|P80544|PLS_STAAU	47.059	17	0.32	19.2
WP_002439542.1	sp|Q2FJ77|SDRE_STAA3	47.059	17	0.32	23.1
WP_001831174.1	sp|O86487|SDRC_STAAE	36.842	19	0.32	23.9
WP_001830081.1	sp|A6QF98|EMP_STAAE	34.211	38	0.32	20.8
WP_001830822.1	sp|O33635|ATL_STAEP	31.818	66	0.32	21.2
WP_001830939.1	sp|Q53654|CNA_STAAU	31.707	41	0.32	24.3
WP_001830939.1	sp|Q53654|CNA_STAAU	31.707	41	0.32	24.3
WP_001829562.1	sp|Q53653|CLFA_STAAE	30.263	76	0.32	25.4
WP_001831769.1	sp|Q2FJ77|SDRE_STAA3	29.897	97	0.32	23.9
WP_001829669.1	sp|O33635|ATL_STAEP	29.63	27	0.32	20.4
WP_001631030.1	sp|O33635|ATL_STAEP	28.125	64	0.32	22.3
WP_001830036.1	sp|P80544|PLS_STAAU	26.786	56	0.32	22.3
WP_002439460.1	sp|Q2G2B2|SASG_STAA8	26.23	61	0.32	23.1
WP_002438321.1	sp|P0C047|ESXB_STAAE	24	50	0.32	21.9
WP_001832732.1	sp|Q5HCR7|CLFB_STAAC	23.684	38	0.32	23.9
WP_002485267.1	sp|Q2FJ78|SDRD_STAA3	21.277	47	0.32	21.9
